ResponseId,affiliation,adultQ,politics,party,usdream_1,usdream_2,sex,edu,race,income,USresidency,Political_views,Party_affiliation,NPItot,MoAimportSUM,MoAachieveSUM,IDEASUM,mindfulSUM,belongSUM,efficacySUM,supportSUM,SocMediaSum,NPI_sum,physsymSUM,stressSUM
R_pzs7J6lagr7ZTdD,adamsstate,1,5,2,4,4,1,8,1,6,1,5,2,9,72,48,25,73,43,37,62,34,16,13,27
R_3FQfQYcirFboAvx,adamsstate,1,5,5,5,5,1,2,1,1,1,5,5,9,58,30,26,45,36,33,49,24,18,14,30
R_2OIw0zLCY1sFAj7,adamsstate,1,6,5,4,4,1,2,1,1,1,6,5,1,70,40,24,57,28,32,47,29,20,14,30
R_3KxxXrxlbwUKuF5,adamsstate,3,5,5,5,5,2,2,1,2,1,5,5,1,64,57,28,45,39,24,68,45,22,14,34
R_u4SyE6Gm022bGpj,adamsstate,1,5,6,5,5,1,2,1,5,1,5,6,3,51,39,19,54,32,36,60,24,22,14,28
R_2DUCsXsCxl24cYx,adamsstate,1,5,5,5,5,1,4,1,3,1,5,5,8,70,54,25,35,45,31,77,43,17,14,32
R_3Pt7zQy8ymZjLAB,adamsstate,3,4,2,4,4,2,2,5,1,1,4,2,3,71,47,26,77,34,35,76,34,24,14,35
R_vce5QHcFKQLqDtf,adamsstate,1,6,6,4,5,1,2,1,8,1,6,6,10,62,42,29,49,34,34,73,31,19,15,34
R_1oCgHLfO44lrA9h,adamsstate,1,5,6,4,5,2,2,1,6,1,5,6,0,67,38,32,74,32,39,75,35,21,15,30
R_2QXabPvPCKbkgqk,adamsstate,1,6,6,5,5,1,4,1,7,1,6,6,9,64,39,31,60,33,36,77,28,18,15,36
R_22DEFA4s1YmcRNI,adamsstate,1,1,1,2,4,2,8,1,2,1,1,1,5,48,48,29,67,32,31,69,11,22,15,35
R_3oQK4n6zaxsYxaz,adamsstate,1,4,2,3,3,1,1,3,3,1,4,2,7,68,33,29,48,36,39,61,43,22,15,33
R_2fuPn9UrBY6Ch2E,adamsstate,1,3,4,4,4,2,2,1,2,1,3,4,9,69,39,29,53,35,29,65,32,22,16,32
R_1P2cbj9HSZcvyRR,adamsstate,1,6,6,5,5,2,2,1,2,1,6,6,1,73,41,30,58,44,35,69,27,22,16,35
R_2VQmEY76wWpFosE,adamsstate,2,4,5,4,4,2,2,1,1,1,4,5,7,73,39,29,69,37,33,76,31,18,16,33
R_3MifLQgbPLked0W,adamsstate,1,7,7,4,3,2,2,1,2,1,7,7,1,71,55,28,62,30,32,76,39,20,16,30
R_vqusUfIe7EnqWoV,adamsstate,3,3,3,4,4,2,2,2,7,1,3,3,5,74,39,26,57,32,30,58,37,22,16,33
R_3er7odfDCAzPFG8,adamsstate,1,6,5,5,5,2,8,3,3,1,6,5,1,64,55,26,67,36,40,53,37,20,16,31
R_3PZ7Rsea4aeBSuT,adamsstate,1,2,3,5,5,2,2,3,2,1,2,3,0,77,39,29,76,30,32,79,20,21,16,31
R_1lnrXaqZtH0FNyu,adamsstate,1,4,4,1,5,1,2,1,1,1,4,4,6,71,40,31,66,31,37,69,27,21,17,29
R_2CHWY9cgsktyVYf,adamsstate,1,2,5,2,4,2,2,1,2,1,2,5,4,69,47,22,72,36,33,67,11,21,17,30
R_2CP0lQh5MzT1TC2,adamsstate,1,4,4,1,3,1,2,1,2,1,4,4,4,63,38,18,57,32,34,55,33,19,17,23
R_1Ictg09cZ8TiT3d,adamsstate,1,4,5,4,5,1,8,1,3,1,4,5,6,68,43,26,58,38,38,60,30,19,17,31
R_3ql8PVoKNIuR1uh,adamsstate,1,2,2,4,3,2,2,3,3,1,2,2,1,63,37,26,56,34,30,65,31,20,17,35
R_0eSMVCDA6q7DlTP,adamsstate,2,4,3,3,3,1,2,4,4,1,4,3,4,66,51,28,73,29,35,81,39,23,17,31
R_cNiK4BN34cdlcsN,adamsstate,1,4,3,5,5,1,2,1,2,1,4,3,8,67,45,32,43,43,40,79,34,21,18,28
R_3qPtRIXh25twRu7,adamsstate,1,4,4,2,4,1,2,1,7,1,4,4,3,58,39,27,68,35,30,65,39,22,18,34
R_2v7c78VqBRFPSYS,adamsstate,1,1,3,2,2,2,2,1,2,1,1,3,2,61,51,20,65,25,34,57,23,21,18,30
R_3qE7OrZ2O8y82Uy,adamsstate,1,6,7,5,5,1,2,1,2,1,6,7,3,72,42,28,51,36,35,71,32,20,18,31
R_1IGiF2kmzKngcQn,adamsstate,1,6,7,5,5,2,2,1,3,1,6,7,4,68,50,24,66,43,34,79,28,21,18,31
R_cFQnM69fIdK2Ok1,adamsstate,1,5,6,4,4,2,4,1,2,1,5,6,1,56,42,27,77,38,34,58,29,20,18,30
R_ZrApYB5flld5sBz,adamsstate,1,4,3,3,4,2,2,3,2,1,4,3,4,69,47,32,71,31,38,75,54,21,18,30
R_2vhWwi8omEHJoQb,adamsstate,1,4,3,5,3,1,2,3,2,1,4,3,7,72,37,27,78,27,30,78,55,20,18,31
R_1C42QZHqEWxKZXt,adamsstate,1,2,3,4,5,2,2,3,3,1,2,3,3,71,47,26,62,35,28,70,31,18,18,35
R_XYyvbarNtY0wueR,adamsstate,1,3,2,4,4,2,4,3,5,1,3,2,10,69,45,31,68,34,39,29,45,19,18,38
R_2pJI2dNRgEGHVwx,adamsstate,1,6,5,5,5,2,2,4,1,1,6,5,1,70,37,30,52,30,34,35,11,20,18,29
R_AhRJhYLmfKrTJzH,adamsstate,1,5,5,5,5,1,2,6,3,1,5,5,5,73,50,16,69,25,39,70,21,20,18,28
R_1dshhiOR4EH7u1t,adamsstate,1,4,4,4,4,2,2,1,6,1,4,4,8,70,39,32,45,38,30,51,44,13,19,31
R_ODmF2Pu3cawsPh7,adamsstate,2,2,2,2,2,1,2,1,7,1,2,2,0,59,38,30,40,24,31,77,31,21,19,34
R_3dZc3Z6vO7Juufo,adamsstate,1,4,3,3,3,1,2,1,3,1,4,3,0,54,37,28,45,34,30,71,26,21,19,26
R_2TMMRapMd1CSO6G,adamsstate,1,2,3,2,2,2,2,3,2,1,2,3,0,65,42,29,65,37,33,60,30,21,19,31
R_3s7G4EoZYlytnqI,adamsstate,1,1,3,4,3,2,2,3,3,1,1,3,6,68,40,26,72,37,35,62,32,19,19,28
R_3QSGwZzi7Zdfudg,adamsstate,1,5,5,3,3,2,2,3,2,1,5,5,10,73,37,30,38,43,30,72,30,19,19,35
R_1exZrxCtJfE2tGl,adamsstate,2,5,5,1,2,2,2,4,4,1,5,5,2,45,44,28,48,39,34,74,26,21,19,23
R_oZX0m3Z6QQMfjwZ,adamsstate,1,7,5,5,5,2,2,4,1,1,7,5,2,72,37,25,52,29,33,43,11,21,19,33
R_3PS8WmDhr6p9fPm,adamsstate,2,6,5,4,4,2,2,5,2,1,6,5,6,61,39,29,58,35,34,70,37,19,19,31
R_2zOQQ34iRF3gYf6,adamsstate,1,4,2,3,3,2,2,3,7,1,4,2,4,75,36,31,50,35,27,69,27,17,19,32
R_2wiXfn81WjN9CCA,adamsstate,1,3,2,5,4,1,2,1,1,1,3,2,4,60,41,30,53,40,34,79,38,23,20,35
R_2sYD9YJyJKduYqm,adamsstate,2,4,4,3,3,2,2,1,1,1,4,4,1,70,38,29,45,35,33,51,16,22,20,26
R_vHX4vHKybfiI1jj,adamsstate,2,1,2,5,4,1,2,1,7,1,1,2,2,72,35,29,47,38,34,59,38,21,20,38
R_2Se5ZCMastLQ3HO,adamsstate,1,5,6,4,4,2,2,1,3,1,5,6,1,71,43,27,76,37,36,66,29,22,20,30
R_28NidkfMxNuT8S1,adamsstate,1,6,7,5,5,2,2,1,4,1,6,7,3,65,35,28,58,34,30,71,32,20,20,32
R_1NxGzMJDE0mvG1L,adamsstate,1,2,3,1,5,2,4,1,2,1,2,3,6,64,44,27,70,31,38,36,37,19,20,31
R_2SivGMXVEjaxYQf,adamsstate,1,6,6,4,5,1,8,1,1,1,6,6,0,70,55,20,63,36,39,82,24,21,20,27
R_3KCQokqq3s0qwpf,adamsstate,1,4,4,5,5,1,2,2,4,1,4,4,6,78,38,31,66,40,35,82,27,19,20,34
R_1cSoMVBYZtTafkJ,adamsstate,1,6,6,4,5,2,4,3,2,1,6,6,1,66,36,27,44,40,32,41,42,20,20,36
R_3JegLPKfKy6diqc,adamsstate,1,4,3,3,3,2,2,3,4,1,4,3,1,72,41,30,75,34,36,82,28,20,20,34
R_2ziH8qv0hedKwKO,adamsstate,3,4,4,4,4,2,2,3,1,1,4,4,0,68,32,29,57,33,30,69,36,21,20,32
R_3PNbiKROSuqWrVG,adamsstate,2,2,3,3,4,2,4,3,3,1,2,3,0,60,33,26,58,33,29,55,25,21,20,27
R_1rH2QXWLNQSLNMT,adamsstate,1,4,2,3,4,2,2,1,7,1,4,2,3,71,31,29,44,34,30,69,29,20,21,31
R_2YiatLaan4m5S1J,adamsstate,1,2,4,4,4,2,2,1,3,1,2,4,5,52,39,32,30,36,33,57,29,20,21,33
R_6xInYuAlpciaVup,adamsstate,1,6,6,5,5,2,2,1,2,1,6,6,3,78,43,30,39,37,36,71,11,18,21,37
R_3NKVQuq6rQcJCoK,adamsstate,1,4,3,3,2,2,2,3,2,1,4,3,10,66,40,27,45,36,29,68,30,21,21,38
R_2e57UwEsOWLgdSS,adamsstate,3,6,6,3,4,2,1,4,5,1,6,6,0,67,39,30,64,33,32,36,11,21,21,37
R_3nw3PRMAS9LML1P,adamsstate,1,5,6,3,4,1,2,3,3,1,5,6,4,63,35,26,53,35,30,59,41,19,21,32
R_232c9iXXdYzFxTM,adamsstate,1,1,1,4,5,2,2,3,4,1,1,1,6,57,36,27,60,30,34,52,25,17,21,34
R_33f2623UsptdsLx,adamsstate,1,6,5,5,4,1,2,3,1,1,6,5,3,68,58,27,38,33,29,63,33,18,21,33
R_1DU10SWcgZFbjXG,adamsstate,1,3,3,4,4,2,2,5,4,1,3,3,4,62,36,28,48,28,38,84,37,21,21,37
R_22XORUYiZOT7ZLc,adamsstate,2,2,2,2,4,2,2,1,4,1,2,2,0,59,33,30,63,41,30,57,36,21,22,33
R_1gSHYUR3KfuMuPe,adamsstate,1,4,5,3,2,2,2,1,2,1,4,5,9,67,43,29,54,39,34,67,38,20,22,40
R_2wnxaCr5iGH6fhN,adamsstate,1,3,4,4,4,2,4,1,4,1,3,4,0,62,52,21,44,31,35,61,35,21,22,34
R_3qUuaV2lPeXRTb3,adamsstate,1,1,4,1,2,2,4,1,2,1,1,4,5,60,46,29,65,39,37,67,28,20,22,33
R_1mz4jFAVeTPli8t,adamsstate,1,4,5,2,4,2,8,1,3,1,4,5,3,54,50,28,61,35,35,78,33,20,22,29
R_1NzDRvSnWdx3pTo,adamsstate,1,3,3,2,4,2,8,1,8,1,3,3,2,48,50,27,33,37,33,72,21,21,22,39
R_1rrxtcIY9MlGAFS,adamsstate,1,6,5,5,5,2,2,4,1,1,6,5,2,69,37,27,56,30,30,38,11,21,22,32
R_2Bg4tR1HrQv6D8X,adamsstate,1,5,4,4,3,1,2,5,1,1,5,4,1,71,37,31,57,35,35,51,35,20,22,29
R_sQZvt8xr3XGCwXT,adamsstate,1,3,3,3,3,1,2,1,2,1,3,3,4,53,40,31,45,35,31,57,19,25,23,34
R_eqysbif22J7wdwd,adamsstate,2,5,6,5,4,2,2,1,5,1,5,6,3,73,37,28,53,34,35,79,40,20,23,37
R_2uDPfbzPFv94SVv,adamsstate,1,3,5,3,4,1,2,1,6,1,3,5,4,57,34,27,41,33,30,43,32,21,23,33
R_3PmNoPfDD4C50Mz,adamsstate,2,2,3,2,3,2,2,1,2,1,2,3,8,52,36,30,36,39,29,66,39,19,23,36
R_2qDJrtWzednutSl,adamsstate,1,7,7,5,5,2,2,1,2,1,7,7,3,66,33,28,72,31,32,71,28,18,23,29
R_1Ol9Z1K70FqgWnM,adamsstate,1,5,5,5,3,2,2,1,9,1,5,5,2,68,40,30,62,34,30,64,36,19,23,31
R_2tAqEwIFF9D27dC,adamsstate,1,2,3,2,2,2,8,1,1,1,2,3,4,65,42,26,61,31,31,67,25,21,23,33
R_Qi6SKBkIjvw1ey5,adamsstate,2,3,2,4,3,2,2,3,6,1,3,2,3,43,34,29,46,36,30,65,34,22,23,28
R_22LBk84ts8GMm7W,adamsstate,2,4,2,2,1,2,2,2,1,1,4,2,2,70,53,32,40,36,30,69,46,21,23,37
R_10uS04Ubp4IwfYE,adamsstate,1,4,6,5,5,1,2,3,1,1,4,6,6,72,44,32,65,28,38,80,43,17,23,49
R_2t8TVzgbfitGYuf,adamsstate,1,5,5,4,4,2,2,1,3,1,5,5,4,73,45,29,36,37,28,73,35,21,24,30
R_1dF66xA0Q0neCpg,adamsstate,1,5,5,5,4,2,2,1,4,1,5,5,0,77,40,27,67,35,34,84,30,21,24,27
R_3HvNzQmbwTb54nG,adamsstate,2,2,3,3,3,3,2,1,2,1,2,3,5,63,37,32,53,37,36,50,29,22,25,37
R_2R92EHB9V3oo0U6,adamsstate,1,3,3,4,3,1,2,1,8,1,3,3,7,64,37,29,40,39,32,50,31,18,25,38
R_2VK4t7qQCkk869G,adamsstate,1,6,5,4,3,1,2,3,2,1,6,5,3,72,41,28,51,43,33,80,32,22,25,35
R_29jkoHvZxqFOOsL,adamsstate,1,6,6,3,3,2,2,1,2,1,6,6,2,71,47,25,70,36,38,72,31,23,26,31
R_ezCEBm4mWp6uiqh,adamsstate,2,4,5,3,2,2,2,1,1,1,4,5,2,51,32,30,34,40,35,74,36,19,26,28
R_2fkOEEsQ19YdR8b,adamsstate,1,4,4,1,4,2,2,2,7,1,4,4,1,66,37,28,63,39,34,72,23,22,26,33
R_1OOBxAPPYH14BYY,adamsstate,2,3,2,4,4,2,3,3,3,1,3,2,7,70,44,31,70,27,31,67,19,20,26,35
R_3LdsfD1Ncw2X7lY,adamsstate,1,6,7,5,5,2,2,1,6,1,6,7,4,70,40,29,72,38,37,61,43,21,27,39
R_3fcmWqE88kpkWE1,adamsstate,1,4,2,3,3,2,4,1,5,1,4,2,1,80,58,29,74,33,39,80,41,22,27,41
R_10SGNtXcRPxkKPL,adamsstate,1,4,2,2,5,2,2,1,4,1,4,2,1,73,48,25,67,35,37,44,18,20,28,31
R_UQrDfjqqLSvZ5pD,adamsstate,2,3,3,1,2,2,4,2,1,1,3,3,4,50,36,31,44,33,28,55,37,21,28,33
R_1kU2Yp8tO8ApWHq,adamsstate,1,3,3,4,4,2,2,3,2,1,3,3,6,56,39,31,36,41,29,49,31,21,28,33
R_33a8cgHtdI7GgsF,adamsstate,1,4,1,3,4,2,2,2,3,1,4,1,6,70,46,29,46,35,29,57,34,17,28,40
R_1DYxkI738N4dxAd,adamsstate,2,4,3,2,2,2,2,1,2,1,4,3,2,66,37,28,50,32,33,68,28,21,29,36
R_1E4He93IpQWmcMq,adamsstate,1,5,5,3,4,2,8,3,3,1,5,5,3,77,43,31,51,35,36,70,37,20,29,37
R_2WD055214YN8Frf,adamsstate,1,4,3,5,5,2,2,2,7,1,4,3,8,78,37,28,41,34,39,84,49,21,29,38
R_3iEGKRK35218wIp,adamsstate,1,3,3,4,3,1,2,5,7,1,3,3,1,69,42,31,60,39,31,58,42,20,30,36
R_3poluutpFeuYVIP,adamsstate,2,1,2,1,3,2,2,1,2,1,1,2,5,59,36,27,30,40,27,53,38,18,31,38
R_WpaxxZp37UO9I2d,adamsstate,2,2,2,4,3,2,2,3,3,1,2,2,1,68,34,29,39,39,26,63,36,20,33,32
R_1JKLN0RqFfEzvka,adamsstate,2,4,5,4,4,1,2,1,3,2,4,5,1,73,40,26,29,34,26,69,30,22,33,37
